archive_rank,title,award_date,awwwards_url,requested_url,final_url,studio,redirect_host_changed,http_status,technologies,technology_categories,awwwards_technology_tags,interaction_features,visual_styles,industry_tags,referenced_asset_formats,canvas,webgl,three_d,video,audio,rive,lottie,css_animation,smooth_scroll,service_worker,webassembly,model_3d_asset,mirror_status
4439,Plasticbionic,2014-05-22,https://www.awwwards.com/sites/plasticbionic-1,http://www.plasticbionic.com,https://plasticbionic.com/,Plasticbionic,False,200,HSTS | Netlify | Node.js | Nuxt.js | Vue.js,CDN | JavaScript frameworks | PaaS | Programming languages | Security | Static site generator | Web frameworks | Web servers,,Responsive Design,Art & Illustration | Big Background Images | Graphic design | Typography | White,Portfolio,css:4 | ico:1 | jpg:31 | js:13 | json:1 | png:10,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4441,Sortie en mer (a trip out to sea),2014-05-20,https://www.awwwards.com/sites/sortie-en-mer-a-trip-out-to-sea,http://www.sortieenmer.com,http://www.sortieenmer.com,Grouek,False,200,Nginx,Reverse proxies | Web servers,HTML5 | WebGL,Fullscreen | Infinite Scroll | Unusual Navigation | Video,Blue,Culture & Education | Games & Entertainment | Mobile & Apps,,False,True,False,True,False,False,False,False,False,False,False,False,mirrored
4442,Education Above All,2014-05-19,https://www.awwwards.com/sites/education-above-all,http://educationaboveall.org,https://educationaboveall.org/,Emakina_Communication,False,200,AddToAny | Adobe Fonts | Azure | Azure Front Door | Bootstrap | Drupal | FancyBox | Google Analytics | HSTS | PHP | Raphael | Typekit | YouTube | jQuery,Analytics | CMS | Font scripts | JavaScript graphics | JavaScript libraries | Load balancers | PaaS | Programming languages | Security | UI frameworks | Video players | Widgets,CSS | HTML5,Animation | Fullscreen | Responsive Design,Big Background Images | Red | White,Culture & Education | Mobile & Apps | Web & Interactive,css:40 | jpg:11 | js:56 | png:54 | svg:90,False,False,False,False,False,False,True,False,False,False,False,False,mirrored
4444,Webflow Interactions,2014-05-17,https://www.awwwards.com/sites/webflow-interactions,http://interactions.webflow.com,https://webflow.com/feature/interactions-animations,webflow,True,200,Amazon S3 | Amazon Web Services | Cloudflare | Google Font API | Google Hosted Libraries | Google Tag Manager | HSTS | HTTP/3 | Three.js | Webflow | cdnjs | jQuery | jsDelivr,CDN | CMS | Font scripts | JavaScript graphics | JavaScript libraries | Miscellaneous | PaaS | Page builders | Security | Tag managers,,Animation | Responsive Design,Colorful | Flat Design | Green | Minimal,Web & Interactive,avif:26 | css:4 | html:1 | jpg:2 | js:21 | mp4:1 | png:8 | svg:72 | webp:56,False,True,True,True,False,False,True,True,False,False,False,False,mirrored
4447,Portfolio of CREATIVE KNIGHT,2014-05-14,https://www.awwwards.com/sites/portfolio-of-creative-knight,http://www.creative-knight.com,http://www.creative-knight.com,CREATIVE NIGHTS,False,200,Apache HTTP Server | Google Hosted Libraries | Modernizr | jQuery | jQuery-pjax,CDN | JavaScript libraries | Mobile frameworks | Web servers,HTML5,Animation | Responsive Design,Black | Blue | Graphic design | Minimal | White,Design Agencies | Portfolio | Promotional | Web & Interactive,css:1 | ico:1 | jpg:8 | js:9 | png:2 | txt:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4448,Hyperakt Design Group,2014-05-13,https://www.awwwards.com/sites/hyperakt-design-group,http://hyperakt.com,https://www.hyperakt.com/,Hyperakt,False,200,Adobe Fonts | Craft CMS | HSTS | Next.js | Nginx | Node.js | React | SEOmatic | Typekit | Webpack,CMS | Font scripts | JavaScript frameworks | Miscellaneous | Programming languages | Reverse proxies | SEO | Security | Web frameworks | Web servers,,Navigation Menu | Responsive Design,Big Background Images | Orange | Photographic | Typography | White,Design Agencies | Design Websites | Web & Interactive,css:10 | ico:1 | jpg:2 | js:13 | mov:1 | png:3 | svg:4 | txt:1 | webm:1 | woff2:9,True,False,False,True,False,False,False,False,False,False,False,False,mirrored
4450,Degordian,2014-05-11,https://www.awwwards.com/sites/degordian,http://www.degordian.com,https://degordian.com/,BORNFIGHT STUDIO,False,200,Cloudflare | Cloudflare Bot Management | Contact Form 7 | Google Tag Manager | HTTP/3 | MySQL | PHP | WP Engine | WordPress | Yoast SEO | cdnjs | jQuery | jQuery Migrate,Blogs | CDN | CMS | Databases | Form builders | Hosting | JavaScript libraries | Miscellaneous | PaaS | Programming languages | SEO | Security | Tag managers | WordPress plugins,,Fullscreen | Responsive Design | Scrolling,Big Background Images | Black | Minimal | Red | Typography | White,Business & Corporate | Design Agencies | Web & Interactive,css:19 | html:1 | ico:1 | jpeg:1 | jpg:16 | js:28 | png:13 | svg:1 | webp:5,False,False,False,False,False,False,False,False,True,False,False,False,mirrored
4451,Jet Edge,2014-05-10,https://www.awwwards.com/sites/jet-edge,http://www.flyjetedge.com/,https://vistaaircraftmanagement.com,Haus,True,200,Bootstrap | Chart.js | Cloudflare | Cloudflare Bot Management | Colorlib Shapely | D3 | Google Analytics | HTTP/3 | MySQL | OWL Carousel | OneTrust | PHP | Plotly | WP Engine | WordPress | Yoast SEO | imagesLoaded | jQuery | jQuery Migrate | jsDelivr | parallax.js,Analytics | Blogs | CDN | CMS | Cookie compliance | Databases | Hosting | JavaScript graphics | JavaScript libraries | Miscellaneous | PaaS | Programming languages | SEO | Security | UI frameworks | WordPress plugins | WordPress themes,CSS | WordPress | jQuery,Parallax | Responsive Design | Scrolling,Blue,Business & Corporate | Mobile & Apps | Web & Interactive,css:11 | jpeg:2 | jpg:4 | js:23 | mp4:1 | png:4 | webp:4,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
4453,LIX - The smallest 3D printing pen in the world,2014-05-08,https://www.awwwards.com/sites/lix-the-smallest-3d-printing-pen-in-the-world,http://www.lixpen.com,https://lixpen.com/,AKKRO MEDIA,False,200,Bootstrap | Cloudflare | HSTS | HTTP/3 | Shopify | YouTube | jQuery,CDN | CMS | Ecommerce | JavaScript libraries | Miscellaneous | Security | UI frameworks | Video players,SVG,Animation | Parallax | Responsive Design | Video,Black | Flat Design | Orange | Silver,Technology,css:11 | js:20 | mp4:1 | png:1 | webm:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
4455,Essen International,2014-05-06,https://www.awwwards.com/sites/essen-international,http://esseninternational.com,https://esseninternational.com/,Enjoythis,False,200,Gatsby | Google Tag Manager | HSTS | Netlify | React | Webpack,CDN | JavaScript frameworks | Miscellaneous | PaaS | Security | Static site generator | Tag managers,WordPress,Responsive Design,Black | Clean | Minimal | White,Business & Corporate | Design Agencies | Portfolio | Web & Interactive,css:1 | html:1 | jpg:4 | js:8 | mp4:2 | png:4 | svg:5 | xml:1,False,False,False,True,False,False,False,True,False,False,False,False,mirrored
4457,Handsome,2014-05-04,https://www.awwwards.com/sites/handsome,http://handsome.is,https://handsome.is/now-raw-materials/,johnroescher,False,200,Apache HTTP Server | Cloudflare | Ubuntu | cdnjs,CDN | Operating systems | Web servers,,Animation | Fullscreen | Responsive Design,Big Background Images | Clean | Flexible | Silver | White | Yellow,Design Agencies | Mobile & Apps | Web & Interactive,css:1 | js:5 | svg:1,False,False,False,False,False,False,True,False,False,False,False,False,mirrored
4458,CanalSat Séries,2014-05-03,https://www.awwwards.com/sites/canalsat-series,http://series.canalsat.fr,http://series.canalsat.fr,ggartioux,False,200,Apache HTTP Server,Web servers,CSS | HTML5,Responsive Design,Typography,Design Websites | Film & TV,,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4463,Studio Songes,2014-04-28,https://www.awwwards.com/sites/studio-songes,http://songes.jcsuzanne.com/fr/,http://songes.jcsuzanne.com/fr/,Lionel Durimel,False,200,Apache HTTP Server | PHP | Stimulus,JavaScript frameworks | Programming languages | Web servers,HTML5,Animation,Black | Clean | Minimal | Silver | White,Architecture | Design Agencies | Portfolio,css:2 | ico:1 | jpg:8 | js:2 | svg:5,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4464,Piotr Swierkowski Portfolio,2014-04-27,https://www.awwwards.com/sites/piotr-swierkowski-portfolio,http://www.piotrswierkowski.com,https://www.behance.net/swierkowski,Piotr Swierkowski,True,200,Adobe Fonts | HSTS | HTTP/3 | Typekit | Varnish | Vue.js,Caching | Font scripts | JavaScript frameworks | Miscellaneous | Security,CSS | HTML5,Responsive Design,Black | Clean | Graphic design | Silver | White,Portfolio | Web & Interactive,css:3 | html:11 | jpeg:1 | jpg:2 | js:2 | json:1 | png:21 | webp:1,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
4466,LUSH Cosmetics,2014-04-25,https://www.awwwards.com/sites/lush-cosmetics,http://lush.co.uk,https://www.lush.com/uk/en,Lush Digital,True,200,C3.js | Cloudflare | Cloudflare Bot Management | HSTS | HTTP/3,CDN | JavaScript libraries | Miscellaneous | Security,Drupal,,Big Background Images | Black | Clean | Silver | White,Culture & Education | E-Commerce | Other,css:4 | ico:2 | jpg:3 | js:11 | png:1 | svg:2,False,False,False,False,False,False,False,True,True,False,False,False,mirrored
4467,ANZAC Appeal - The Minute Of Silence,2014-04-24,https://www.awwwards.com/sites/anzac-appeal-the-minute-of-silence,http://www.minuteofsilence.com.au/,https://www.minuteofsilence.com.au/,DDBTribalMelbourne,False,200,Bootstrap | HTTP/3 | LiteSpeed | Supersized | jQuery,JavaScript graphics | JavaScript libraries | Miscellaneous | UI frameworks | Web servers,CSS | HTML5 | jQuery,Video,Brown,Other,css:21 | jpg:16 | js:6,True,False,False,True,False,False,False,False,False,False,False,False,mirrored
4468,Antico Setificio Fiorentino,2014-04-23,https://www.awwwards.com/sites/antico-setificio-fiorentino,http://anticosetificiofiorentino.com,https://anticosetificiofiorentino.com/en,Riot Design,False,200,Google Tag Manager | Nginx | PHP,Programming languages | Reverse proxies | Tag managers | Web servers,CSS | HTML5 | WordPress,Responsive Design,Black | Flat Design | Orange | Photographic | Yellow,Fashion | Other,css:2 | html:1 | ico:1 | jpg:55 | js:3 | mp4:2 | pdf:6 | png:3 | svg:3 | woff2:7 | xml:1,False,False,False,True,False,False,False,True,False,False,False,False,mirrored
4469,Jr & Associée,2014-04-22,https://www.awwwards.com/sites/jr-associee,http://www.jr-associee.com,https://www.jr-associee.com/,Sylvain Capeyron,False,200,HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,WordPress,Responsive Design,Black | Minimal | Photographic | White,,css:2 | ico:1 | jpg:3 | js:8 | ttf:1 | woff:2,False,False,False,False,False,False,False,False,False,False,False,False,no_html
4470,Active Theory v2,2014-04-21,https://www.awwwards.com/sites/active-theory-v2,http://activetheory.net,https://activetheory.net/,Active Theory,False,200,Firebase | Google Analytics | HSTS | HTTP/3,Analytics | Databases | Development | Miscellaneous | Security,WebGL,Fullscreen | Video,Big Background Images | Black | Clean | Silver | White,Design Agencies | Portfolio | Technology | Web & Interactive,jpg:2 | json:1 | png:3 | svg:1,False,True,False,True,False,False,False,False,False,False,False,False,mirrored
4471,Benoit Challand,2014-04-20,https://www.awwwards.com/sites/benoit-challand,http://www.benoitchalland.com,http://www.benoitchalland.com,Benoit Challand,False,200,Apache HTTP Server | Google Analytics | jsDelivr,Analytics | CDN | Web servers,WordPress,,Art & Illustration | Colorful | Graphic design | Red | Typography,Portfolio,css:1 | ico:1 | jpg:7 | js:3 | png:2 | svg:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4474,I-remember,2014-04-17,https://www.awwwards.com/sites/i-remember,http://i-remember.fr,http://i-remember.fr,LNR,False,200,Apache HTTP Server,Web servers,WebGL,,Black | White | Yellow,Institutions,js:1,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
4476,Patatap,2014-04-15,https://www.awwwards.com/sites/patatap,http://www.patatap.com/,https://www.patatap.com/,,False,200,Google Analytics | Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | YouTube,Analytics | IaaS | Load balancers | Performance | Video players,,Responsive Design | Single page,Blue | Colorful | Retro | White,Music & Sound,css:1 | html:2 | ico:1 | js:2 | png:5,False,False,False,False,True,False,False,False,False,False,False,False,mirrored
4477,Design Council,2014-04-14,https://www.awwwards.com/sites/design-council,http://designcouncil.org.uk,https://www.designcouncil.org.uk/,Numiko,False,200,Apache HTTP Server | Google Tag Manager | PHP | TYPO3 CMS,CMS | Programming languages | Tag managers | Web servers,CSS | Drupal | HTML5 | SVG,Responsive Design,Clean | Red | Silver,Architecture | Culture & Education | Institutions,html:1 | ico:1 | jpg:9 | js:1 | png:10,False,False,False,False,False,False,False,False,False,True,False,False,mirrored
4478,The Music Bed,2014-04-13,https://www.awwwards.com/sites/the-music-bed-2,http://www.themusicbed.com/,https://www.musicbed.com/,,True,200,Amazon CloudFront | Amazon S3 | Amazon Web Services | Apple Sign-in | Bootstrap | Cloudflare | GSAP | Google Sign-in | Google Tag Manager | HSTS | Onsen UI | Osano | Recurly | Trustpilot | cdnjs,Authentication | CDN | Cookie compliance | JavaScript frameworks | Mobile frameworks | PaaS | Payment processors | Reviews | Security | Tag managers | UI frameworks,CSS | HTML5,Responsive Design | Video,Big Background Images | Clean,E-Commerce | Music & Sound | Web & Interactive,css:3 | html:1 | js:13 | png:13,False,False,False,True,True,False,False,False,False,False,False,False,mirrored
4479,The Creature Technology Company,2014-04-12,https://www.awwwards.com/sites/the-creature-technology-company,http://www.creaturetechnology.com,https://www.creaturetechnology.com/,KOJO,False,200,BugHerd | Cloudflare | Cloudflare Bot Management | Cloudflare Browser Insights | Google Tag Manager | HTTP/3 | Kinsta | MySQL | PHP | WordPress | Yoast SEO | Yoast SEO Premium | jQuery | jQuery Migrate,Analytics | Blogs | CDN | CMS | Databases | Hosting | Issue trackers | JavaScript libraries | Miscellaneous | PaaS | Programming languages | RUM | SEO | Security | Tag managers | WordPress plugins,jQuery,Fullscreen | Responsive Design | Video,Big Background Images | Black | Green | White,Design Agencies | Design Websites | Web & Interactive,css:2 | gif:1 | html:1 | ico:4 | jpg:5 | js:6 | png:5 | svg:4 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
4480,AYR,2014-04-11,https://www.awwwards.com/sites/ayr-1,https://ayr.com/,https://www.ayr.com/,David McGillivray,False,200,Cloudflare | HSTS | HTTP/3 | Klaviyo | Shopify,CDN | CMS | Ecommerce | Marketing automation | Miscellaneous | Security,,Responsive Design,Black | Bright | Clean | Minimal | White,Fashion,css:4 | jpg:125 | js:17 | png:11 | svg:18,False,True,True,False,False,False,False,False,False,False,False,False,mirrored
4482,Universiteit van Nederland,2014-04-09,https://www.awwwards.com/sites/universiteit-van-nederland,http://www.universiteitvannederland.nl,https://www.universiteitvannederland.nl/,Jort de Vries,False,200,Cloudflare | Cookiebot | Google Font API | Google Hosted Libraries | Google Tag Manager | HSTS | HTTP/3 | jQuery,CDN | Cookie compliance | Font scripts | JavaScript libraries | Miscellaneous | Security | Tag managers,HTML5,Fullscreen | Responsive Design | Video,Big Background Images,Culture & Education,css:1 | html:1 | jpeg:5 | jpg:38 | js:8 | pdf:3 | png:48 | svg:62,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
4485,Bonsound,2014-04-06,https://www.awwwards.com/sites/bonsound,http://www.bonsound.com/,https://www.bonsound.com/en/,Deux Huit Huit,False,200,Cloudflare | Cloudflare Browser Insights | Google Tag Manager | HTTP/3 | Unpkg | YouTube,Analytics | CDN | Miscellaneous | RUM | Tag managers | Video players,HTML5 | WordPress,Navigation Menu,Black | Bright | Graphic design | Minimal | Orange | White,Music & Sound,css:1 | html:2 | ico:2 | js:3 | png:6 | txt:1,False,False,False,False,True,False,False,False,False,False,False,False,mirrored
4487,HLK,2014-04-04,https://www.awwwards.com/sites/hlk,http://hlkagency.com,https://hlkagency.com/,Steve Mahn,False,200,Adobe Fonts | Cloudflare | Cloudflare Bot Management | Contact Form 7 | Elementor | Font Awesome | Google Tag Manager | Google Tag Manager for WordPress | HTTP/3 | Modernizr | MySQL | PHP | Typekit | WP Engine | WordPress | Yoast SEO | jQuery | jQuery Migrate | parallax.js,Blogs | CDN | CMS | Databases | Font scripts | Form builders | Hosting | JavaScript libraries | Miscellaneous | PaaS | Page builders | Programming languages | SEO | Security | Tag managers | WordPress plugins,,Fullscreen | Unusual Navigation | Video,Black | Bright | Colorful | Silver | White,Design Agencies | Design Websites | Promotional | Web & Interactive,css:26 | html:1 | jpg:34 | js:38 | svg:7 | webp:21,False,False,False,True,False,False,False,True,True,False,False,False,mirrored
4488,DevArt - Art Made with Code,2014-04-03,https://www.awwwards.com/sites/devart-art-made-with-code,http://devart.withgoogle.com,https://experiments.withgoogle.com/,Google Creative Lab,True,200,Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | Google Hosted Libraries | HSTS | HTTP/3 | jQuery,CDN | IaaS | JavaScript libraries | Load balancers | Miscellaneous | Performance | Security,HTML5,Responsive Design,Black | Bright | Clean | Graphic design | Green | White,Culture & Education | Technology | Web & Interactive,css:3 | jpg:4 | js:5 | png:2,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
4489,Grovemade,2014-04-02,https://www.awwwards.com/sites/grovemade,http://grovemade.com,https://grovemade.com/,PeteBaston,False,200,AWIN | Adobe Fonts | Cloudflare | Cloudflare Browser Insights | Freshchat | Google Analytics | Google Hosted Libraries | HubSpot | Typekit | jQuery,Affiliate programs | Analytics | CDN | Font scripts | JavaScript libraries | Live chat | Marketing automation | RUM,,Fullscreen | Scrolling,Big Background Images | Black | Clean | Orange,Business & Corporate | Design Websites | E-Commerce,css:4 | ico:1 | jpg:5 | js:20 | png:1 | svg:15,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4490,Names not numbers,2014-04-01,https://www.awwwards.com/sites/names-not-numbers,http://names-not-numbers.org,http://names-not-numbers.org,Feels Like,False,200,Cloudflare | Contact Form 7 | HSTS | HTTP/3 | MySQL | PHP | WordPress,Blogs | CDN | CMS | Databases | Form builders | Miscellaneous | Programming languages | Security | WordPress plugins,HTML5,Video,Black | Blue | Typography | White,Culture & Education | Events | Web & Interactive,css:5 | jpg:9 | js:3 | png:6 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
4491,Watch Dogs - ctOS,2014-03-31,https://www.awwwards.com/sites/watch-dogs-ctos,http://chicago-ctos.com/,https://www.ubisoft.com/en-gb,Ignition,True,200,Amazon CloudFront | Amazon Web Services | HTTP/3 | Next.js | Nginx | Node.js | React | Webpack,CDN | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Reverse proxies | Web frameworks | Web servers,HTML5,Animation | Navigation Menu | Scrolling,Minimal,Design Websites | Games & Entertainment,css:6 | ico:2 | jpg:40 | js:30 | png:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4493,wearegoat,2014-03-29,https://www.awwwards.com/sites/we-are-goat,http://wearegoat.com,https://www.wearegoat.com/,wearegoat,False,200,Cloudflare | Google Analytics | HSTS | HTTP/3 | Splitbee | jQuery | reCAPTCHA,Analytics | CDN | JavaScript libraries | Miscellaneous | Security,,Responsive Design,Big Background Images | Black | Clean | Graphic design | White | Yellow,Design Agencies | Magazine / Newspaper / Blog | Portfolio,css:1 | js:5 | png:7 | svg:24,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
4495,Monday Music,2014-03-27,https://www.awwwards.com/sites/monday-music,http://mondaymusic.es,http://mondaymusic.es,A–P & Co,False,200,Apache HTTP Server,Web servers,HTML5,Responsive Design | Unusual Navigation | Video,Clean | Red | Silver | White,Film & TV | Music & Sound | Portfolio,ico:1,False,False,False,True,True,False,False,False,False,False,False,False,mirrored
4496,Grain & Mortar,2014-03-26,https://www.awwwards.com/sites/grain-mortar-1,http://grainandmortar.com,https://grainandmortar.com/,Grain & Mortar,False,200,Cloudflare | Cloudflare Browser Insights | Flywheel | Gravity Forms | HSTS | HTTP/3 | Lightbox | MySQL | PHP | WordPress | Yoast SEO | Yoast SEO Premium | jQuery | jQuery Migrate,Analytics | Blogs | CDN | CMS | Databases | Form builders | Hosting | JavaScript libraries | Miscellaneous | PaaS | Programming languages | RUM | SEO | Security | WordPress plugins,CSS | HTML5,Responsive Design,Art & Illustration | Icons | Texture,Design Agencies | Web & Interactive,css:10 | jpg:18 | js:45 | mp4:6 | svg:1 | txt:1 | woff2:2,False,False,False,True,False,False,True,True,True,False,False,False,mirrored
4499,adaptable.,2014-03-23,https://www.awwwards.com/sites/adaptable,http://weareadaptable.com,https://weareadaptable.com/,Adaptable,False,200,Adobe Fonts | HSTS | Next.js | Node.js | React | Typekit | Vercel | Webpack,Font scripts | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,WordPress,Responsive Design,Black | Blue | Clean | Graphic design | Minimal | Silver,Design Agencies | Portfolio | Web & Interactive,css:7 | js:20 | mp4:4 | svg:12,False,False,False,True,False,False,False,False,False,False,False,False,no_html
4500,Obakki Foundation,2014-03-22,https://www.awwwards.com/sites/obakki-foundation,http://obakkifoundation.org,https://obakkifoundation.org/,Briteweb,False,200,Amazon S3 | Amazon Web Services | Craft CMS | Craft Commerce | Google Hosted Libraries | Google Maps | Google Tag Manager | HSTS | MailChimp | Nginx | Yii | jQuery | reCAPTCHA,CDN | CMS | Ecommerce | Email | JavaScript libraries | Maps | Marketing automation | PaaS | Reverse proxies | Security | Tag managers | Web frameworks | Web servers,CSS | CSS Framework | HTML5 | WordPress,Responsive Design | Video,Black | Red | White,Business & Corporate | Design Agencies | Web & Interactive,css:1 | html:1 | ico:1 | jpeg:1 | jpg:2 | js:6 | json:1 | png:5 | svg:1 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
4501,MY/STATIC/SELF,2014-03-21,https://www.awwwards.com/sites/my-static-self,http://mystaticself.com,https://mystaticself.com/,John Iacoviello,False,200,Apache HTTP Server | Google Analytics | Google Hosted Libraries | jQuery,Analytics | CDN | JavaScript libraries | Web servers,WebGL,Animation | Unusual Navigation,Black | Colorful | Green | Minimal | Silver,Portfolio | Promotional | Web & Interactive,css:1 | jpg:1 | js:3 | png:7,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
4503,POLLEN London,2014-03-19,https://www.awwwards.com/sites/pollen-london-2,http://www.pollenlondon.com,https://www.pollen.design/index.html,POLLEN,True,200,Cloudflare | Cloudflare Browser Insights | HTTP/3,Analytics | CDN | Miscellaneous | RUM,,Parallax | Responsive Design,Big Background Images | Black | Clean | Green | Minimal | White,Design Agencies | Fashion | Portfolio | Web & Interactive,css:1 | ico:1 | js:1 | png:2 | svg:1 | xml:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4504,Gladeye,2014-03-18,https://www.awwwards.com/sites/gladeye,http://gladeye.com,https://www.gladeye.com/,Gladeye,False,200,Google Tag Manager | HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Tag managers | Web frameworks,,Fullscreen | Scrolling | Video,Big Background Images,Design Agencies | Design Websites | Portfolio | Web & Interactive,css:2 | html:1 | js:6 | svg:1,False,False,False,True,False,False,False,False,False,False,False,False,no_html
4506,Dataveyes | Human Data Interactions,2014-03-16,https://www.awwwards.com/sites/dataveyes-human-data-interactions,http://dataveyes.com,https://dataveyes.com/,Dataveyes,False,200,Apache HTTP Server | Fathom | Ubuntu,Analytics | Operating systems | Web servers,,Animation | Navigation Menu,Black | Clean | Vector,Design Websites | Technology | Web & Interactive,css:2 | ico:1 | jpg:2 | js:3 | json:1 | woff2:2,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4508,Anyi Lu,2014-03-14,https://www.awwwards.com/sites/anyi-lu,http://anyilu.com/,https://anyilu.com/,Radiator,False,200,Cloudflare | HSTS | HTTP/3 | Shopify | jQuery,CDN | CMS | Ecommerce | JavaScript libraries | Miscellaneous | Security,,Fullscreen | Responsive Design,Black | Silver | White,E-Commerce | Fashion,css:9 | jpeg:2 | jpg:24 | js:21,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
4512,Monte Ré,2014-03-10,https://www.awwwards.com/sites/monte-re,http://www.montere.it,https://www.montere.it/it/,dolcestilnuovo,False,200,Aruba.it | Google Analytics | Google Tag Manager | HTTP/3 | MySQL | PHP | WPML | WordPress | Yoast SEO,Analytics | Blogs | CMS | Databases | Hosting | Miscellaneous | PaaS | Programming languages | SEO | Tag managers | Translation | WordPress plugins,WordPress,Responsive Design,Clean | Flat Design | Minimal | Photographic,Food & Drink,css:3 | ico:1 | js:3 | pdf:1 | png:7,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4515,Volkswagen Sportscars,2014-03-07,https://www.awwwards.com/sites/volkswagen-sportscars,http://volkswagen-sportscars.fr/,https://www.volkswagen.fr/fr/footer/sportives.html,DDBParis,True,200,Adobe Experience Manager | Bootstrap | HSTS | HTTP/3 | Java | React,CMS | JavaScript frameworks | Miscellaneous | Programming languages | Security | UI frameworks,,Navigation Menu,Black,Design Websites | Sports | Web & Interactive,html:163 | ico:1 | js:11 | pdf:1 | png:6 | svg:1 | xml:1,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
4519,Design Embraced,2014-03-03,https://www.awwwards.com/sites/design-embraced-2,http://www.designembraced.com,https://designembraced.com/,Design Embraced,False,200,Cloudflare | Cloudflare Browser Insights | HTTP/3,Analytics | CDN | Miscellaneous | RUM,CSS,Fullscreen | Responsive Design,Black | Graphic design | Typography,Portfolio | Promotional | Web & Interactive,css:1 | js:1 | png:3 | svg:1 | webp:8,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
4523,Build With Chrome,2014-02-27,https://www.awwwards.com/sites/build-with-chrome-1,http://www.buildwithchrome.com/,https://experiments.withgoogle.com/collection/chrome,North Kingdom,True,200,Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | Google Hosted Libraries | HSTS | HTTP/3 | jQuery,CDN | IaaS | JavaScript libraries | Load balancers | Miscellaneous | Performance | Security,WebGL,,Graphic design | Green | Red | Yellow,Design Websites | Mobile & Apps | Web & Interactive,css:3 | js:5 | png:2,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
4527,The Official Squarespace Blog,2014-02-23,https://www.awwwards.com/sites/the-official-squarespace-blog,http://blog.squarespace.com,https://www.squarespace.com/blog/,,True,200,Google Tag Manager | HSTS | Squarespace | Squarespace Commerce,CMS | Ecommerce | Security | Tag managers,,Fullscreen | Responsive Design,Big Background Images | Black | Clean | Minimal | Silver | White,Business & Corporate | Design Websites | Technology | Web & Interactive,css:15 | html:1 | ico:4 | jpg:35 | js:27 | png:6 | woff2:2 | xml:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4530,Thomas Ciszewski Photography,2014-02-20,https://www.awwwards.com/sites/thomas-ciszewski-photography,http://www.thomas-ciszewski-photography.com,http://www.thomas-ciszewski-photography.com,Thomas Ciszewski,False,200,Apache HTTP Server,Web servers,CSS,Animation | Unusual Navigation,Black | Flexible | Minimal | White | Yellow,Portfolio,,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
4531,Mostly Serious,2014-02-19,https://www.awwwards.com/sites/mostly-serious,http://mostlyserious.io,https://www.mostlyserious.io/,MostlySerious,False,200,Google Tag Manager | HSTS | Vercel,PaaS | Security | Tag managers,CSS | SEO,Responsive Design,Black | Clean | Flat Design | Orange | White,Design Agencies | Promotional | Web & Interactive,css:4 | html:1 | jpg:4 | js:13 | mp4:1 | svg:4 | webm:1 | woff2:2,False,False,False,True,False,False,False,True,False,False,False,False,mirrored
